business_id,postal_code,stars_x,review_count_x,is_open,RestaurantsTakeOut,NoiseLevel,Caters,RestaurantsReservations,BusinessAcceptsCreditCards,GoodForKids,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,HasTV,RestaurantsAttire,Alcohol,RestaurantsGoodForGroups,BikeParking,WiFi,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,GoodForMeal_breakfast,review_id,stars_y,user_id,useful_x,funny_x,cool_x,review_count_y,useful_y,funny_y,cool_y,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_funny,compliment_writer,compliment_photos,category_Casual Dining & Drinks,category_Diverse Cuisine & Entertainment,category_Health & Lifestyle,category_Nightlife Essentials,category_Traditional Comfort Foods,category_Sophisticated Eats,days_used,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,cd4-Q5XU8SdyQVqnPivFCw,4.0,X_DkwPTzdO_VWzUcbUXREg,1,0,1,1710,17482,6899,14416,204,4.13,134,23,28,2,3,427,190,37,0,1,0,0,0,0,4912,0.31043100181157274,-0.03456885926298968,0.11022400655129458,-0.05973483864948475,0.0014979876523527756,0.09550979265874565,0.05115360271398841,-0.033111757304749356,-0.003570750427570101,0.037545954365936114,-0.05769768727305756,-0.040528946436998246,-0.09997795476180948,-0.004862301167773636,-0.02521019151345148,-0.08638543675198952,0.0013670273935963123,0.11036411357320577,0.07579298295420189,-0.10708987922363769
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,iIwgA4Ai9JGgM_LLbrdqgA,5.0,aVYPqQQMGGvD5aFic_haQQ,1,0,0,198,422,171,309,10,4.13,1,0,0,0,0,6,0,7,0,1,0,0,0,0,2523,0.1426048134498524,0.007885236852428723,0.05056476444975909,0.03360575786655611,0.14781385185774962,-0.0006335321293853757,-0.01670632482097643,0.1004436122701878,-0.0008932457788227627,0.060170049661682386,-0.08296762403778454,0.011080638108370625,0.008247521218756345,-0.04576291382687686,-0.06692466826833077,0.020732138203686606,0.022224573850113796,0.024234718334421188,0.014555111805624615,-0.030172170198748773
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,dycEz2sa_XBUY-fcC0gSrw,5.0,s9fVoZFkzWniPe8b9FtyOg,0,0,0,14,21,5,1,0,1.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1836,0.23891692647763985,0.11549988301490086,0.09225965806094968,0.008755045095251822,0.1681251151358366,0.07346545971282833,0.23122942467654695,0.1566819019880825,0.03348845998364012,0.12806655001570177,-0.010110934504741431,-0.10100029189345215,-0.014173511941367777,0.12133908151742727,-0.05566124282634376,-0.16273982614503194,0.10348813678007154,0.13800259559320202,-0.013084997213576309,-0.10960233744204073
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,SNJMdDDxoYe4veqj7VgfUQ,4.0,OZ1NmK2RLv0UxGFABE0CHw,1,0,0,292,395,123,170,33,4.02,6,2,2,0,1,9,8,2,0,1,0,0,0,0,3152,0.19833569943392176,-0.08350746304352324,0.11731706488339712,-0.01345000807137562,-0.015467969474966774,-0.0327319106716278,-0.058569270319170544,-0.02607813742716509,0.06212049986177384,0.018452307614825154,-0.025030089499699804,0.005634945524307047,-0.08686474957626908,-0.004529048791273534,-0.010611207909287995,-0.09194076119583608,-0.04624745555825264,0.11709040892149425,0.03930683425489846,-0.04066682599679245
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,LJtODQaC1HanWskhNHe2HQ,4.0,QWKPQiqH_o_ARgpldmB1CQ,1,1,1,159,299,86,241,14,4.57,14,6,3,1,0,62,20,17,0,1,0,0,0,0,3622,0.25076832753658074,-0.009525512009194523,0.12253081186368453,0.010200330310895926,-0.016680230040429244,-0.06439361860342371,-0.03427529975553578,0.04402414728800229,0.05545078309759882,-0.06131127971155584,-0.03695245049788614,-0.05431091403116182,-0.1426546763414164,-0.06542491393974563,0.06703892065997036,-0.055701432599103665,-0.08587935346568269,0.05268961946840103,0.01089447782267148,-0.08311787242099616
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,2UtpJhBOA7keDhFpV2MlwA,4.0,YcgH7TqJHfF1V-uump8gng,0,0,0,90,18,7,6,0,4.12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2063,0.2349925641139243,-0.020122356478843462,0.10549824160850696,-0.04930660040326523,-0.054857454088299486,0.02513826123895454,0.07556802214677608,-0.04266472185538949,-0.05121126384671376,0.039942229246636714,0.06946443784852263,0.012394183021664479,-0.10796840806674633,-0.11383308934274707,0.025480347206425093,-0.019702538986859194,0.010131638273416989,0.07666118947266251,0.08743065508289623,-0.12657234740537518
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,U-6K43S0T6snrfgAaQE5pw,5.0,7tupM0jB7h7hSELCuSiN1Q,0,0,0,21,28,10,13,1,4.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4528,0.319043309719995,-0.04648933160710377,0.009071387984307658,-0.10590972406143104,-0.030480439357509024,0.12203186290955947,0.04099322831414096,0.006118001474824399,0.0768827302780958,0.05935901901244848,0.06161034457898983,0.05814176280830921,-0.0077094239105636436,-0.01987668820695552,0.08230410300741073,-0.007756274311069544,0.02043035195591087,0.04890631243625336,-0.002342466893636491,-0.13789470549887695
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,OPnzo_TzkA25c_t463-Gvg,3.0,ke0wwp9Dx5CVUWP18keLag,0,0,0,1318,882,246,353,28,3.5,4,3,2,1,0,17,10,6,0,1,0,0,0,0,4220,0.11700878054214661,-0.06848578368156166,0.08619589689123289,-0.040635979040888864,-0.09186115575993888,-0.02177739655742343,-0.0055600369074759095,0.06240739939326399,0.031533596851679876,0.02009064437536116,-0.016173891880584344,-0.009154002425121514,-0.01871099851958145,-0.00995634346541417,-0.041413358993744064,-0.02808848138355743,-0.05402874329650967,0.030842559545146496,0.0157505325465994,-0.036993253474075456
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,-Fe0cwrDJIe4OBWZjpPlZg,5.0,RKL0Q0pMwFz2EYzRz8U-2Q,1,0,0,19,8,1,1,2,4.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3985,0.2869009902971921,-0.09777437610252696,0.09753939624178952,-0.0034418864344582132,0.012279255886109031,-0.029443298847444982,-0.008372405929648882,-0.028563048596863337,0.017422994653554295,-0.03467105584778649,-0.04308466964089042,0.015536390532380264,-0.11549932003666158,0.006279751033619391,-0.022744903523267256,-0.06513930101382778,-0.03185387119666355,0.07700760096709067,0.004237983706922565,-0.03879481368255522
yPSejq3_erxo9zdVYTBnZA,93101,4.5,3834,1,True,average,True,False,True,True,2.0,True,True,True,casual,full_bar,True,True,no,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,RHRlt2rXxONSa9bU0MM84w,3.0,FQbd3tj7rluxyoTw-VlPCQ,0,0,0,85,37,10,14,1,4.17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2625,0.17291432569329304,-0.020338592489119647,0.06556828272749318,-0.030277353676309442,-0.0331063242184659,0.009296811722575437,0.10949909424071777,0.056768083750632616,0.09414940911776859,0.014023439195974517,0.0044576216837005885,0.0005993767139896782,-0.03146206536421383,-0.04374876318918818,-0.016910972633832438,-0.046994211002771506,-0.06379295458271782,0.058659480923829055,0.05113719985806263,-0.07402042599295089
